blockGroup,totalPopulation_MOE,femaleUnder5_MOE,female5to9_MOE,maleUnder5_MOE,male5to9_MOE,totalUnder5_MOE,totalUnder10_MOE
171194009522,548,90,30,139,87,165.59287424282482,189.44656238633627
171194010001,140,13,12,22,46,25.553864678361276,53.97221507405454
171194010002,148,16,13,9,19,18.35755975068582,29.444863728670914
171194010003,202,16,30,56,8,58.240879114244144,66
171194010004,158,18,15,5,33,18.681541692269406,40.779897008207364
171194011011,273,12,59,12,12,16.97056274847714,62.55397669213365
171194011012,443,94,120,12,12,94.76286192385707,153.37535656030275
171194011013,319,83,58,51,46,97.41663102366043,122.35195135346228
171194011021,477,112,195,114,47,159.81239000778382,256.46442248389934
171194011022,534,12,12,46,64,47.53945729601885,80.62257748298549
171194011023,127,12,12,12,12,16.97056274847714,24
171194012001,254,61,18,14,48,62.5859409132754,80.90117428072351
171194012002,290,46,36,65,86,79.63039620647382,122.60913505934214
171194013001,456,30,68,69,12,75.23961722390672,102.12247548899312
171194013002,553,12,12,12,134,16.97056274847714,135.60235986147143
171194013003,304,30,12,12,12,32.31098884280702,36.49657518178932
171194013004,427,93,57,52,64,106.55045753069294,136.74063039199433
171194014001,400,12,44,12,54,16.97056274847714,71.69379331573968
171194014002,189,44,12,28,20,52.15361924162119,57.1314274283428
171194014003,263,12,30,12,73,16.97056274847714,80.72793816269557
171194014004,161,12,12,12,12,16.97056274847714,24
171194015001,422,26,116,26,39,36.76955262170047,127.78497564267875
171194015002,412,9,12,12,66,15,68.7386354243376
171194015003,214,12,31,26,72,28.635642126552707,83.45657553482529
171194017011,351,12,82,33,67,35.11409973215888,111.56164215356459
171194017012,277,135,12,24,29,137.11673858431726,140.6627171641441
171194017211,449,35,73,32,100,47.4236228055175,132.58205006711881
171194017212,447,62,70,66,57,90.55385138137417,127.8632081562167
171194017221,290,18,42,53,31,55.97320787662612,76.53757247260981
171194017222,223,47,38,34,16,58.008620049092706,71.16881339463234
171194018001,433,12,12,12,12,16.97056274847714,24
171194018002,370,95,96,45,62,105.11898020814318,155.27395145355192
171194018003,666,25,73,66,20,70.57619995437555,103.48912986396203
171194018004,286,47,12,21,12,51.478150704935004,54.20332093147061
171194019011,172,12,12,22,24,25.059928172283335,36.71511950137164
171194019012,167,12,9,8,23,14.422205101855956,28.600699292150182
171194019051,325,27,28,41,37,49.09175083453431,67.54998149518622
171194019052,314,60,33,25,43,65,84.63450832845902
171194019053,235,12,11,20,52,23.323807579381203,58.0430874437258
171194019054,126,12,14,15,8,19.209372712298546,25.079872407968907
171194020001,467,43,97,29,52,51.86520991955976,121.66757990524839
171194020002,386,86,12,14,66,87.13208364316786,109.96363035113019
171194020003,440,14,25,26,12,29.5296461204668,40.50925820105819
171194020004,241,40,13,18,12,43.86342439892262,47.29693436154187
171194021001,345,44,56,67,62,80.15609770940699,115.77996372429904
171194021002,213,31,17,12,12,33.24154027718932,39.21734310225516
171194021003,275,53,18,31,12,61.40032573203501,65.09992319503918
171194022001,347,30,62,54,13,61.773780845922005,88.48163651289458
171194022002,356,22,12,31,29,38.01315561749642,49.29503017546495
171194022003,398,72,101,92,76,116.82465493208187,172.11914478058506
171194023001,185,24,9,31,20,39.20459156782532,44.9221548904324
171194023002,326,12,75,43,29,44.64302857109943,91.97282207261013
171194024001,194,10,37,48,29,49.03060268852505,67.92643079096678
171194024002,170,10,14,17,12,19.72308292331602,27
171194025001,208,38,55,24,12,44.94441010848846,72.03471385380801
171194025002,360,44,124,56,12,71.21797525905943,143.49912891721678
171194026001,267,57,70,12,34,58.249463516842795,97.205966895042
171194026002,368,14,103,12,19,18.439088914585774,106.34848376916335
171194026003,363,48,27,23,104,53.225933528685054,119.90829829498874
171194027011,407,41,26,36,48,54.56189146281496,77.18160402582988
171194027012,623,12,60,18,87,21.633307652783937,107.87492757819122
171194027013,450,25,82,33,88,41.400483088968905,127.20849028268515
171194027014,233,32,56,34,19,46.69047011971501,75.34586916347837
171194027211,352,25,60,85,12,88.60022573334675,107.67543823918248
171194027212,382,12,51,40,88,41.7612260356422,109.94998863119541
171194027213,241,12,11,23,12,25.942243542145693,30.62678566222711
171194027214,683,39,49,163,26,167.6007159889241,176.54177975765396
171194027215,498,22,12,39,72,44.77722635447622,85.63293758829018
171194027221,277,47,46,86,45,98.00510190801293,117.2433366976563
171194028011,276,31,20,39,51,49.8196748283246,74.04728219185361
171194028012,234,42,28,15,42,44.598206241955516,67.35725647619564
171194028031,290,32,26,62,38,69.77105417004964,83.59425817602546
171194028032,660,47,95,153,77,160.0562401157793,201.42492397913423
171194028041,320,12,73,17,96,20.808652046684813,122.38463955905577
171194028042,194,12,11,38,12,39.84971769034255,43.04648650006177
171194028051,349,42,130,34,74,54.037024344425184,159.04716281656835
171194028052,265,12,12,12,12,16.97056274847714,24
171194028053,533,75,74,81,29,110.39021695784459,136.02573285963211
171194028054,441,46,12,12,17,47.53945729601885,51.894122981316485
171194029001,613,41,52,44,29,60.14149981501958,84.62860036654276
171194029002,438,59,36,44,33,73.60027173862879,88.32893070789434
171194030011,387,76,58,45,21,88.32326986700618,107.73114684249862
171194030012,618,46,165,49,12,67.20863039818622,178.56651421809184
171194030013,480,33,34,87,95,93.04837451562494,137.2552366942697
171194030014,426,12,12,87,38,87.82368700982668,96.44169222903547
171194030021,443,117,133,12,12,117.61377470347595,177.9494310190398
171194030022,498,97,30,51,130,109.59014554237986,172.65572680916205
171194030023,460,112,55,120,73,164.14627622946554,187.8776197422141
171194030024,393,44,47,24,51,50.11985634456667,85.56868586112562
171194031011,1476,86,30,30,31,91.0823802938856,100.78194282707592
171194031012,425,12,12,23,12,25.942243542145693,31
171194031013,365,27,24,68,12,73.16419889536138,77.92945527847606
